a1,a2,a3,a4,a5,sn1,sn2,sn3,sn4,sn5,pc1,pc2,pc3,pc4,pc5,intention,exercise
0.06296305328823822,-0.7820342839017591,1.0559358061262605,-0.601345457601084,-1.2162019033234515,0.07359637935020123,0.23538139843342143,-0.8298184861851265,-0.1925861547730088,-1.6835036410640238,-3.5191039086204876,-1.7604180404565328,0.008320815638366175,-2.607366153874998,0.3063615604058571,7.499145394585305,63
-1.7006425287437088,-0.8977513752984062,-1.094085551612829,-3.211989537848966,-0.5152186267704898,1.0226497278359006,-0.12475220791167446,0.6765812461524005,-0.9894170948159293,0.4400695149718006,2.2276359485608057,0.6256187978653878,0.9460030595224813,-0.33152006894672514,1.6369545533071441,11.987732625526569,83
-1.9874843602637466,-0.550056937052126,0.04167881496238064,-1.879233817056601,-1.6491707037599646,0.11477007237672288,0.2753491516036798,0.3991248049514904,1.0698890628612847,0.8040607892253285,-2.404701051538402,-0.6219020661019198,0.1467510694124623,-1.4537947446172284,-0.7100143020610803,11.833584903461448,75
0.8845295796242426,1.4058215231789115,1.8004826393733855,2.157911476654857,0.11933257754312164,-1.0997355502503783,-1.524580729570387,-0.1986800010962172,1.0536892937302051,0.1802584516804044,-1.201560123970793,0.8512901737239685,1.5210755139080097,-0.35326896402760816,2.144890911089569,13.922650345562193,128
-0.6194861298900756,-0.673152868491408,-0.42221705550588956,-1.8561703356272548,0.5614029283123667,-0.8444558170943621,0.14633975710855807,-1.1581257985079274,0.043850930788759644,2.6463478767355197,0.19083409995511133,1.1858628124966173,0.5261169475373998,-0.1378598693488923,1.0771570621335753,10.959103877076826,77
0.8870870724773312,0.5993109040602453,1.47244174970556,0.6891923705917069,0.6445683730692439,0.5523978005727004,-0.2060764049646454,0.960634617038992,0.5633469493853236,0.6680288593033726,-1.062513916174372,-1.2631631103242122,0.7144650011044967,-0.6556038249501043,-0.0671608209621668,6.08753058064023,57
-1.2620903538395554,0.049957509351418995,0.7951695910586382,-0.07070286293166061,0.9097816855203876,0.9968014471166474,1.909272244071929,0.3602612049519552,1.8239668806486182,1.5376532768755569,2.308407075958197,1.0728160467269434,-0.03657176773694515,3.0418225355500343,0.7234593866498497,14.24543736955562,115
-0.04210417956025056,-1.130653930659705,-0.7524227281673085,1.2109469134986377,0.8471204489422671,-1.5159140670327294,-1.1118476680052685,0.00594752124884289,-1.3150193223655968,1.0722281917049208,-0.5949341434699946,1.7392712298979112,-0.8055093502154836,-1.1035822330153846,-0.13993816204868056,11.172332136811235,83
-2.001584536593914,-0.8813102658384568,0.5269313431222925,1.359688015921743,0.30041226127456716,1.516266454022694,0.26885492545564843,0.43596153540056304,0.75659569400340565,2.3138604159879903,-0.7044910523960425,-0.43869197770450263,-2.8259718342823463,-0.7675502573741375,0.4112061418897355,11.084244133541922,87
-0.16831373879227046,-0.9296960001934665,-0.1985566500447045,-2.339131361480937,-0.2637469645417356,-1.1275832221959194,-0.9718106210719979,1.005340539615678,-1.7871481207856397,-0.6960592370304278,-0.8801144554347241,0.389564362612912,0.055793345915076877,-1.495359926329011,0.5073591809743653,6.057959464703945,50
-0.645090926941277,-1.1054419491159015,0.9669382445068604,-0.021945541293942078,-1.4647574371817933,-1.6177938327949635,-1.7173047675866167,2.7196047027158574,1.0595545053990012,-0.13631098506431147,-0.9887451199593353,-1.4195698301568596,1.2886664341846343,1.0845745177473347,-0.16661878072046032,10.740331023035898,76
1.5352639242265635,0.36545771807770316,-0.12869409224161749,0.918886614384849,-1.2039102847959777,0.7529476537988703,1.2409171892569435,-2.3239922509794786,-1.0220147874921206,-0.8690059234450687,-1.9761225781480918,-1.6312271991349525,-2.834402824964465,-0.07523830124877542,-2.0837998983129027,4.068985978335733,51
-0.9300899883798472,0.6451331883009813,3.7538333426735715,2.809771696587917,1.9285279811689138,0.07120923461770966,-0.09013366619188372,-0.39189902307200486,-0.10010626443205888,1.4930292246499286,0.37200181838369484,0.46006465499542853,0.0238922086153308,0.13616570161341615,1.0653198959274326,9.527201281038852,77
